Customer_ID,Customer_Name,State,District,Market,Season,Commodity,Variety
2942,mairy,Punjab,Fazilka,Fazilka,Kharif     ,Carrot,Other
2943,maisan,Punjab,Fazilka,Fazilka,Rabi       ,Cauliflower,Other
2944,majid,Punjab,Fazilka,Fazilka,Kharif     ,Cucumbar(Kheera),Cucumbar
2945,majida,Punjab,Fazilka,Fazilka,Rabi       ,Garlic,Other
2946,majidunisha,Punjab,Fazilka,Fazilka,Kharif     ,Ginger(Green),Other
2947,majoo,Punjab,Fazilka,Fazilka,Rabi       ,Green Chilli,Other
2948,majrula,Punjab,Fazilka,Fazilka,Kharif     ,Onion,Other
2949,majunew,Punjab,Fazilka,Fazilka,Rabi       ,Papaya,Other
2950,makan,Punjab,Fazilka,Fazilka,Kharif     ,Peas Wet,Other
2951,makbul,Punjab,Fazilka,Fazilka,Kharif     ,Potato,Other
2952,makhan,Punjab,Fazilka,Fazilka,Rabi       ,Raddish,Other
2953,makrud,Punjab,Fazilka,Fazilka,Kharif     ,Tomato,Other
2954,maksood,Punjab,Fazilka,Jalalabad,Kharif     ,Apple,Other
2955,maksud,Punjab,Fazilka,Jalalabad,Kharif     ,Banana,Other
2956,mala,Punjab,Fazilka,Jalalabad,Rabi       ,Cabbage,Other
2957,malchand,Punjab,Fazilka,Jalalabad,Kharif     ,Carrot,Other
2958,mali,Punjab,Fazilka,Jalalabad,Rabi       ,Cauliflower,Other
2959,malika,Punjab,Fazilka,Jalalabad,Kharif     ,Chikoos(Sapota),Other
2960,malkeet,Punjab,Fazilka,Jalalabad,Rabi       ,Coriander(Leaves),Coriander
2961,malkiat,Punjab,Fazilka,Jalalabad,Kharif     ,Cucumbar(Kheera),Other
2962,mallik,Punjab,Fazilka,Jalalabad,Kharif     ,Garlic,Garlic
2963,mallika,Punjab,Fazilka,Jalalabad,Rabi       ,Ginger(Green),Other
2964,mallo,Punjab,Fazilka,Jalalabad,Kharif     ,Grapes,Other
2965,malti,Punjab,Fazilka,Jalalabad,Rabi       ,Green Chilli,Other
2966,malvika,Punjab,Fazilka,Jalalabad,Kharif     ,Kinnow,Other
2967,mam,Punjab,Fazilka,Jalalabad,Rabi       ,Lemon,Lemon
2968,maman,Punjab,Fazilka,Jalalabad,Kharif     ,Onion,Other
2969,mamanbai,Punjab,Fazilka,Jalalabad,Rabi       ,Papaya,Other
2970,mamata,Punjab,Fazilka,Jalalabad,Kharif     ,Peas Wet,Other
2971,mamchand,Punjab,Fazilka,Jalalabad,Rabi       ,Pomegranate,Other
2972,mamini,Punjab,Fazilka,Jalalabad,Kharif     ,Potato,Other
2973,mamita,Punjab,Fazilka,Jalalabad,Rabi       ,Raddish,Other
2974,mammta,Punjab,Fazilka,Jalalabad,Kharif     ,Spinach,Other
2975,mamoita,Punjab,Fazilka,Jalalabad,Rabi       ,Tomato,Other
2976,mamraj,Punjab,Fazilka,Jalalabad,Kharif     ,Turnip,Turnip
2977,mamt,Punjab,Fazilka,Jalalabad,Kharif     ,Water Melon,Other
2978,mamta,Punjab,Ferozpur,Firozepur City,Rabi       ,Amla(Nelli Kai),Amla
2979,mamtha,Punjab,Ferozpur,Firozepur City,Kharif     ,Apple,Other
2980,mamu,Punjab,Ferozpur,Firozepur City,Rabi       ,Banana,Other
2981,mamuna,Punjab,Ferozpur,Firozepur City,Kharif     ,Bhindi(Ladies Finger),Other
2982,mamuni,Punjab,Ferozpur,Firozepur City,Rabi       ,Bitter gourd,Other
2983,man,Punjab,Ferozpur,Firozepur City,Kharif     ,Bottle gourd,Other
2984,mana,Punjab,Ferozpur,Firozepur City,Rabi       ,Brinjal,Other
2985,manak,Punjab,Ferozpur,Firozepur City,Kharif     ,Cabbage,Other
2986,manali,Punjab,Ferozpur,Firozepur City,Rabi       ,Capsicum,Other
2987,manash,Punjab,Ferozpur,Firozepur City,Kharif     ,Carrot,Other
2988,manav,Punjab,Ferozpur,Firozepur City,Rabi       ,Cauliflower,Other
2989,manbai,Punjab,Ferozpur,Firozepur City,Kharif     ,Chikoos(Sapota),Other
2990,manbhar,Punjab,Ferozpur,Firozepur City,Kharif     ,Cucumbar(Kheera),Other
2991,manbharbai,Punjab,Ferozpur,Firozepur City,Kharif     ,Field Pea,Other
2992,manbhari,Punjab,Ferozpur,Firozepur City,Kharif     ,Ginger(Dry),Other
2993,manchan,Punjab,Ferozpur,Firozepur City,Kharif     ,Grapes,Other
2994,manda,Punjab,Ferozpur,Firozepur City,Rabi       ,Green Chilli,Other
2995,mandan,Punjab,Ferozpur,Firozepur City,Kharif     ,Kinnow,Other
2996,mandeep,Punjab,Ferozpur,Firozepur City,Rabi       ,Lemon,Other
2997,mandi,Punjab,Ferozpur,Firozepur City,Kharif     ,Onion,Other
2998,mandira,Punjab,Ferozpur,Firozepur City,Rabi       ,Orange,Other
2999,mandothi,Punjab,Ferozpur,Firozepur City,Kharif     ,Papaya,Other
3000,mandu,Punjab,Ferozpur,Firozepur City,Kharif     ,Pomegranate,Other
3001,mandvi,Punjab,Ferozpur,Firozepur City,Rabi       ,Potato,Other
3002,maneesh,Punjab,Ferozpur,Firozepur City,Kharif     ,Pumpkin,Other
3003,maneesha,Punjab,Ferozpur,Firozepur City,Rabi       ,Raddish,Other
3004,maneeta,Punjab,Ferozpur,Firozepur City,Kharif     ,Tomato,Other
3005,manender,Punjab,Ferozpur,Firozepur City,Rabi       ,Turnip,Other
3006,manesh,Punjab,Gurdaspur,Dinanagar,Kharif     ,Apple,Apple
3007,manfool,Punjab,Gurdaspur,Dinanagar,Rabi       ,Banana,Medium
3008,manful,Punjab,Gurdaspur,Dinanagar,Kharif     ,Carrot,Other
3009,mangal,Punjab,Gurdaspur,Dinanagar,Rabi       ,Cauliflower,Cauliflower
3010,mangala,Punjab,Gurdaspur,Dinanagar,Kharif     ,Cucumbar(Kheera),Other
3011,mangat,Punjab,Gurdaspur,Dinanagar,Rabi       ,Ginger(Green),Green Ginger
3012,mangelal,Punjab,Gurdaspur,Dinanagar,Kharif     ,Grapes,Green
3013,mangeram,Punjab,Gurdaspur,Dinanagar,Rabi       ,Green Chilli,Green Chilly
3014,mangeshwar,Punjab,Gurdaspur,Dinanagar,Kharif     ,Onion,Other
3015,mangi,Punjab,Gurdaspur,Dinanagar,Kharif     ,Papaya,Papaya
3016,mangilal,Punjab,Gurdaspur,Dinanagar,Rabi       ,Pomegranate,Pomogranate
3017,mangla,Punjab,Gurdaspur,Dinanagar,Kharif     ,Potato,Potato
3018,manglesh,Punjab,Gurdaspur,Dinanagar,Kharif     ,Raddish,Raddish
3019,mangol,Punjab,Gurdaspur,Dinanagar,Rabi       ,Tomato,Tomato
3020,mangta,Punjab,Hoshiarpur,Garh Shankar,Kharif     ,Apple,Other
3021,mangu,Punjab,Hoshiarpur,Garh Shankar,Rabi       ,Banana,Medium
3022,mangubai,Punjab,Hoshiarpur,Garh Shankar,Kharif     ,Bhindi(Ladies Finger),Bhindi
3023,mani,Punjab,Hoshiarpur,Garh Shankar,Rabi       ,Brinjal,Brinjal
3024,manikchand,Punjab,Hoshiarpur,Garh Shankar,Kharif     ,Cabbage,Cabbage
3025,manimegla,Punjab,Hoshiarpur,Garh Shankar,Rabi       ,Carrot,Carrot
3026,maninder,Punjab,Hoshiarpur,Garh Shankar,Kharif     ,Cauliflower,Cauliflower
3027,manira,Punjab,Hoshiarpur,Garh Shankar,Kharif     ,Field Pea,Field Pea
3028,maniram,Punjab,Hoshiarpur,Garh Shankar,Kharif     ,Garlic,Average
3029,manisa,Punjab,Hoshiarpur,Garh Shankar,Rabi       ,Ginger(Green),Green Ginger
3030,manish,Punjab,Hoshiarpur,Garh Shankar,Kharif     ,Grapes,Other
3031,manisha,Punjab,Hoshiarpur,Garh Shankar,Rabi       ,Green Chilli,Green Chilly
3032,manit,Punjab,Hoshiarpur,Garh Shankar,Kharif     ,Kinnow,Other
3033,manita,Punjab,Hoshiarpur,Garh Shankar,Rabi       ,Onion,Other
3034,manjar,Punjab,Hoshiarpur,Garh Shankar,Kharif     ,Papaya,Other
3035,manjeet,Punjab,Hoshiarpur,Garh Shankar,Rabi       ,Potato,Potato
3036,manjesh,Punjab,Hoshiarpur,Garh Shankar,Kharif     ,Tomato,Local
3037,manjinder,Punjab,Hoshiarpur,Mukerian(Talwara),Kharif     ,Apple,Other
3038,manjit,Punjab,Hoshiarpur,Mukerian(Talwara),Rabi       ,Banana,Other
3039,manjiv,Punjab,Hoshiarpur,Mukerian(Talwara),Kharif     ,Capsicum,Capsicum
3040,manjoo,Punjab,Hoshiarpur,Mukerian(Talwara),Kharif     ,Carrot,Carrot
3041,manju,Punjab,Hoshiarpur,Mukerian(Talwara),Kharif     ,Cauliflower,Cauliflower
3042,manjula,Punjab,Hoshiarpur,Mukerian(Talwara),Kharif     ,Field Pea,Field Pea
3043,manjusha,Punjab,Hoshiarpur,Mukerian(Talwara),Kharif     ,Onion,Onion
3044,manka,Punjab,Hoshiarpur,Mukerian(Talwara),Rabi       ,Potato,Potato
3045,manku,Punjab,Hoshiarpur,Mukerian(Talwara),Kharif     ,Raddish,Raddish
3046,mankuri,Punjab,Hoshiarpur,Mukerian(Talwara),Rabi       ,Tomato,Tomato
3047,manlisa,Punjab,Hoshiarpur,Mukerian(Talwara),Kharif     ,Turnip,Turnip
3048,manmath,Punjab,Jalandhar,Bilga,Rabi       ,Brinjal,Other
3049,manmeet,Punjab,Jalandhar,Bilga,Kharif     ,Carrot,Other
3050,manmohan,Punjab,Jalandhar,Bilga,Kharif     ,Cauliflower,Other
3051,manni,Punjab,Jalandhar,Bilga,Kharif     ,Garlic,Average
3052,manno,Punjab,Jalandhar,Bilga,Kharif     ,Green Chilli,Other
3053,mannu,Punjab,Jalandhar,Bilga,Kharif     ,Onion,Other
3054,mannulal,Punjab,Jalandhar,Bilga,Rabi       ,Peas Wet,Other
3055,manohar,Punjab,Jalandhar,Bilga,Kharif     ,Potato,Other
3056,manoish,Punjab,Jalandhar,Bilga,Kharif     ,Raddish,Other
3057,manoj,Punjab,Jalandhar,Bilga,Rabi       ,Season Leaves,Other
3058,manojkumar,Punjab,Jalandhar,Bilga,Kharif     ,Tomato,Other
3059,manorma,Punjab,Jalandhar,Lohian Khas,Rabi       ,Cabbage,Other
3060,manormapal,Punjab,Jalandhar,Lohian Khas,Kharif     ,Carrot,Other
3061,manosh,Punjab,Jalandhar,Lohian Khas,Rabi       ,Cauliflower,Other
3062,manoti,Punjab,Jalandhar,Lohian Khas,Kharif     ,Peas Wet,Other
3063,manowar,Punjab,Jalandhar,Lohian Khas,Rabi       ,Potato,Other
3064,manphool,Punjab,Jalandhar,Lohian Khas,Kharif     ,Spinach,Other
3065,manpreet,Punjab,Jalandhar,Lohian Khas,Rabi       ,Tomato,Other
3066,manpritkour,Punjab,kapurthala,Sultanpur,Kharif     ,Cauliflower,Other
3067,mansa,Punjab,kapurthala,Sultanpur,Rabi       ,Cucumbar(Kheera),Other
3068,mansavi,Punjab,kapurthala,Sultanpur,Kharif     ,Peas Wet,Other
3069,mansha,Punjab,kapurthala,Sultanpur,Rabi       ,Tomato,Other
3070,mansharam,Punjab,Ludhiana,Doraha,Kharif     ,Capsicum,Capsicum
3071,manshi,Punjab,Ludhiana,Doraha,Rabi       ,Carrot,Other
3072,mansi,Punjab,Ludhiana,Doraha,Kharif     ,Cauliflower,Other
3073,mansoor,Punjab,Ludhiana,Doraha,Rabi       ,Cucumbar(Kheera),Cucumbar
3074,mansur,Punjab,Ludhiana,Doraha,Kharif     ,Ginger(Green),Green Ginger
3075,mantasha,Punjab,Ludhiana,Doraha,Kharif     ,Green Chilli,Other
3076,manti,Punjab,Ludhiana,Doraha,Rabi       ,Onion,Other
3077,mantosh,Punjab,Ludhiana,Doraha,Kharif     ,Peas Wet,Other
3078,mantu,Punjab,Ludhiana,Doraha,Kharif     ,Potato,Other
3079,manu,Punjab,Ludhiana,Doraha,Rabi       ,Spinach,Spinach
3080,manuja,Punjab,Ludhiana,Doraha,Kharif     ,Tomato,Other
3081,manuvar,Punjab,Ludhiana,Khanna,Rabi       ,Cabbage,Other
3082,manvendra,Punjab,Ludhiana,Khanna,Kharif     ,Carrot,Other
3083,manver,Punjab,Ludhiana,Khanna,Rabi       ,Cauliflower,Other
3084,manvi,Punjab,Ludhiana,Khanna,Kharif     ,Garlic,Other
3085,manvir,Punjab,Ludhiana,Khanna,Rabi       ,Ginger(Green),Other
3086,manwi,Punjab,Ludhiana,Khanna,Kharif     ,Grapes,Other
3087,maqsood,Punjab,Ludhiana,Khanna,Kharif     ,Green Chilli,Other
3088,mariam,Punjab,Ludhiana,Khanna,Rabi       ,Onion,Other
3089,marium,Punjab,Ludhiana,Khanna,Kharif     ,Potato,Other
3090,mariya,Punjab,Ludhiana,Khanna,Rabi       ,Tomato,Other
3091,mariyam,Punjab,Ludhiana,Sahnewal,Kharif     ,Cabbage,Cabbage
3092,marjana,Punjab,Ludhiana,Sahnewal,Rabi       ,Cauliflower,Cauliflower
3093,marjina,Punjab,Ludhiana,Sahnewal,Kharif     ,Onion,Onion
3094,marshilah,Punjab,Ludhiana,Sahnewal,Rabi       ,Peas Wet,Peas Wet
3095,marti,Punjab,Ludhiana,Sahnewal,Kharif     ,Potato,Potato
3096,marya,Punjab,Ludhiana,Sahnewal,Rabi       ,Raddish,Raddish
3097,maryam,Punjab,Ludhiana,Sahnewal,Kharif     ,Tomato,Tomato
3098,maryana,Punjab,Mansa,Mansa,Rabi       ,Apple,Apple
3099,marzina,Punjab,Mansa,Mansa,Kharif     ,Banana,Banana - Ripe
3100,masheen,Punjab,Mansa,Mansa,Rabi       ,Brinjal,Brinjal
3101,mashli,Punjab,Mansa,Mansa,Kharif     ,Cabbage,Cabbage
3102,masoom,Punjab,Mansa,Mansa,Kharif     ,Capsicum,Capsicum
3103,mast,Punjab,Mansa,Mansa,Kharif     ,Carrot,Carrot
3104,mastan,Punjab,Mansa,Mansa,Kharif     ,Cauliflower,Cauliflower
3105,master,Punjab,Mansa,Mansa,Rabi       ,Coriander(Leaves),Coriander
3106,masum,Punjab,Mansa,Mansa,Kharif     ,Cucumbar(Kheera),Cucumbar
3107,masuma,Punjab,Mansa,Mansa,Kharif     ,Ginger(Dry),Dry
3108,mata,Punjab,Mansa,Mansa,Rabi       ,Grapes,Green
3109,matadeen,Punjab,Mansa,Mansa,Kharif     ,Green Chilli,Green Chilly
3110,matbar,Punjab,Mansa,Mansa,Kharif     ,Guava,Other
3111,mathura,Punjab,Mansa,Mansa,Kharif     ,Kinnow,Kinnow
3112,matok,Punjab,Mansa,Mansa,Kharif     ,Lemon,Lemon
3113,matul,Punjab,Mansa,Mansa,Kharif     ,Mashrooms,Mashrooms
3114,maujim,Punjab,Mansa,Mansa,Kharif     ,Mousambi(Sweet Lime),Mousambi
3115,mausam,Punjab,Mansa,Mansa,Rabi       ,Onion,Onion
3116,maushid,Punjab,Mansa,Mansa,Kharif     ,Orange,Orange
3117,maya,Punjab,Mansa,Mansa,Rabi       ,Papaya,Papaya
3118,mayak,Punjab,Mansa,Mansa,Kharif     ,Peas cod,Other
3119,mayank,Punjab,Mansa,Mansa,Kharif     ,Pineapple,Pine Apple
3120,mayur,Punjab,Mansa,Mansa,Kharif     ,Pomegranate,Pomogranate
3121,mayuri,Punjab,Mansa,Mansa,Kharif     ,Potato,Potato
3122,mazhar,Punjab,Mansa,Mansa,Kharif     ,Pumpkin,Pumpkin
3123,mazida,Punjab,Mansa,Mansa,Kharif     ,Raddish,Raddish
3124,meela,Punjab,Mansa,Mansa,Kharif     ,Spinach,Spinach
3125,meena,Punjab,Mansa,Mansa,Rabi       ,Tomato,Tomato
3126,meenakashi,Punjab,Mansa,Mansa,Kharif     ,Water Melon,Water Melon
3127,meenakshi,Punjab,Moga,Kot ise Khan,Rabi       ,Brinjal,Other
3128,meenat,Punjab,Moga,Kot ise Khan,Kharif     ,Carrot,Other
3129,meenaxi,Punjab,Moga,Kot ise Khan,Kharif     ,Cauliflower,Other
3130,meenaz,Punjab,Moga,Kot ise Khan,Kharif     ,Coriander(Leaves),Coriander
3131,meenu,Punjab,Moga,Kot ise Khan,Kharif     ,Green Chilli,Other
3132,meer,Punjab,Moga,Kot ise Khan,Kharif     ,Methi(Leaves),Other
3133,meera,Punjab,Moga,Kot ise Khan,Kharif     ,Peas cod,Other
3134,meeramai,Punjab,Moga,Kot ise Khan,Rabi       ,Potato,Other
3135,meesh,Punjab,Moga,Kot ise Khan,Kharif     ,Raddish,Other
3136,meeta,Punjab,Moga,Kot ise Khan,Rabi       ,Season Leaves,Other
3137,meethu,Punjab,Moga,Moga,Kharif     ,Apple,Apple
3138,meetu,Punjab,Moga,Moga,Rabi       ,Banana,Other
3139,mega,Punjab,Moga,Moga,Kharif     ,Capsicum,Capsicum
3140,megh,Punjab,Moga,Moga,Kharif     ,Carrot,Other
3141,megha,Punjab,Moga,Moga,Kharif     ,Cauliflower,Other
3142,meghana,Punjab,Moga,Moga,Kharif     ,Cucumbar(Kheera),Cucumbar
3143,meghanath,Punjab,Moga,Moga,Rabi       ,Garlic,Other
3144,megharaj,Punjab,Moga,Moga,Kharif     ,Ginger(Dry),Other
3145,megharam,Punjab,Moga,Moga,Rabi       ,Green Chilli,Other
3146,meghashayam,Punjab,Moga,Moga,Kharif     ,Kinnow,Kinnow
3147,meghu,Punjab,Moga,Moga,Rabi       ,Onion,Other
3148,megraaj,Punjab,Moga,Moga,Kharif     ,Papaya,Other
3149,mehak,Punjab,Moga,Moga,Rabi       ,Peas Wet,Other
3150,mehandi,Punjab,Moga,Moga,Kharif     ,Potato,Other
3151,mehar,Punjab,Moga,Moga,Rabi       ,Tomato,Other
3152,meharban,Punjab,Mohali,Dera Bassi,Kharif     ,Carrot,Other
3153,meharuddin,Punjab,Mohali,Dera Bassi,Kharif     ,Cauliflower,Other
3154,mehbob,Punjab,Mohali,Dera Bassi,Rabi       ,Onion,Other
3155,mehboob,Punjab,Mohali,Dera Bassi,Kharif     ,Potato,Other
3156,mehfooj,Punjab,Mohali,Dera Bassi,Kharif     ,Tomato,Other
3157,mehib,Punjab,Mohali,Lalru,Rabi       ,Cabbage,Other
3158,mehinder,Punjab,Mohali,Lalru,Kharif     ,Capsicum,Other
3159,mehnaj,Punjab,Mohali,Lalru,Rabi       ,Carrot,Other
3160,mehnaz,Punjab,Mohali,Lalru,Kharif     ,Cauliflower,Other
3161,mehphal,Punjab,Mohali,Lalru,Rabi       ,Coriander(Leaves),Other
3162,mehraj,Punjab,Mohali,Lalru,Kharif     ,Ginger(Green),Green Ginger
3163,mehronisha,Punjab,Mohali,Lalru,Kharif     ,Green Chilli,Other
3164,mehru,Punjab,Mohali,Lalru,Kharif     ,Onion,Other
3165,mehruddin,Punjab,Mohali,Lalru,Kharif     ,Peas Wet,Other
3166,mehrunisha,Punjab,Mohali,Lalru,Rabi       ,Potato,Other
3167,mehtab,Punjab,Mohali,Lalru,Kharif     ,Raddish,Other
3168,mehvish,Punjab,Mohali,Lalru,Rabi       ,Tomato,Other
3169,mehwish,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Apple,Apple
3170,mem,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Rabi       ,Banana,Other
3171,mema,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Bottle gourd,Other
3172,mena,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Rabi       ,Brinjal,Other
3173,menadevi,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Capsicum,Other
3174,menakshi,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Rabi       ,Carrot,Other
3175,menka,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Cauliflower,Other
3176,menpal,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Rabi       ,Chikoos(Sapota),Other
3177,menu,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Coriander(Leaves),Coriander
3178,mercy,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Cucumbar(Kheera),Other
3179,mero,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Elephant Yam (Suran),Elephant Yam (Suran)
3180,merry,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Garlic,Average
3181,mesak,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Ginger(Green),Green Ginger
3182,methun,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Rabi       ,Grapes,Other
3183,meti,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Green Chilli,Other
3184,metily,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Rabi       ,Kinnow,Other
3185,meva,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Onion,Other
3186,mhega,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Peas Wet,Other
3187,mhendar,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Pomegranate,Other
3188,mho,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Potato,Other
3189,mhoomad,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Rabi       ,Pumpkin,Other
3190,mhosin,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Raddish,Other
3191,michael,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Rabi       ,Spinach,Spinach
3192,midda,Punjab,Ropar (Rupnagar),Chamkaur Sahib,Kharif     ,Tomato,Other
3193,midhana,Punjab,Ropar (Rupnagar),Morinda,Rabi       ,Apple,Apple
3194,miha,Punjab,Ropar (Rupnagar),Morinda,Kharif     ,Banana,Medium
3195,mihir,Punjab,Ropar (Rupnagar),Morinda,Rabi       ,Brinjal,Brinjal
3196,mikel,Punjab,Ropar (Rupnagar),Morinda,Kharif     ,Cabbage,Cabbage
3197,milan,Punjab,Ropar (Rupnagar),Morinda,Rabi       ,Capsicum,Capsicum
3198,milap,Punjab,Ropar (Rupnagar),Morinda,Kharif     ,Carrot,Carrot
3199,mili,Punjab,Ropar (Rupnagar),Morinda,Rabi       ,Cauliflower,Other
3200,milka,Punjab,Ropar (Rupnagar),Morinda,Kharif     ,Coriander(Leaves),Coriander
3201,milkhi,Punjab,Ropar (Rupnagar),Morinda,Kharif     ,Cucumbar(Kheera),Cucumbar
3202,mina,Punjab,Ropar (Rupnagar),Morinda,Rabi       ,Garlic,Garlic
3203,minakchi,Punjab,Ropar (Rupnagar),Morinda,Kharif     ,Grapes,Black
3204,minakshi,Punjab,Ropar (Rupnagar),Morinda,Kharif     ,Green Chilli,Green Chilly
3205,minaksi,Punjab,Ropar (Rupnagar),Morinda,Rabi       ,Kinnow,Kinnow
3206,minakumari,Punjab,Ropar (Rupnagar),Morinda,Kharif     ,Lemon,Lemon
3207,minakxi,Punjab,Ropar (Rupnagar),Morinda,Rabi       ,Mousambi(Sweet Lime),Mousambi
3208,minaxi,Punjab,Ropar (Rupnagar),Morinda,Kharif     ,Onion,Onion
3209,minaxni,Punjab,Ropar (Rupnagar),Morinda,Kharif     ,Papaya,Papaya
3210,minder,Punjab,Ropar (Rupnagar),Morinda,Kharif     ,Peas Wet,Peas Wet
3211,mini,Punjab,Ropar (Rupnagar),Morinda,Kharif     ,Pomegranate,Pomogranate
3212,minitwa,Punjab,Ropar (Rupnagar),Morinda,Rabi       ,Potato,Potato
3213,minka,Punjab,Ropar (Rupnagar),Morinda,Kharif     ,Raddish,Raddish
3214,minkashi,Punjab,Ropar (Rupnagar),Morinda,Rabi       ,Spinach,Spinach
3215,mintu,Punjab,Ropar (Rupnagar),Morinda,Kharif     ,Tomato,Deshi
3216,minu,Punjab,Ropar (Rupnagar),Ropar,Rabi       ,Apple,Apple
3217,mira,Punjab,Ropar (Rupnagar),Ropar,Kharif     ,Brinjal,Other
3218,miraz,Punjab,Ropar (Rupnagar),Ropar,Rabi       ,Cauliflower,Other
3219,mis,Punjab,Ropar (Rupnagar),Ropar,Kharif     ,French Beans (Frasbean),French Beans (Frasbean)
3220,misbah,Punjab,Ropar (Rupnagar),Ropar,Rabi       ,Garlic,Average
3221,mishbha,Punjab,Ropar (Rupnagar),Ropar,Kharif     ,Ginger(Green),Other
3222,mishri,Punjab,Ropar (Rupnagar),Ropar,Rabi       ,Green Chilli,Other
3223,mishrilaal,Punjab,Ropar (Rupnagar),Ropar,Kharif     ,Green Peas,Other
3224,misri,Punjab,Ropar (Rupnagar),Ropar,Rabi       ,Kinnow,Other
3225,miss,Punjab,Ropar (Rupnagar),Ropar,Kharif     ,Onion,Other
3226,mitali,Punjab,Ropar (Rupnagar),Ropar,Kharif     ,Potato,Other
3227,mithalesh,Punjab,Ropar (Rupnagar),Ropar,Kharif     ,Raddish,Other
3228,mithelash,Punjab,Sangrur,Bhawanigarh,Rabi       ,Apple,Other
3229,mithi,Punjab,Sangrur,Bhawanigarh,Kharif     ,Bhindi(Ladies Finger),Other
3230,mithilesh,Punjab,Sangrur,Bhawanigarh,Kharif     ,Cabbage,Other
3231,mithlesh,Punjab,Sangrur,Bhawanigarh,Kharif     ,Carrot,Other
3232,mithu,Punjab,Sangrur,Bhawanigarh,Kharif     ,Cauliflower,Other
3233,mithun,Punjab,Sangrur,Bhawanigarh,Kharif     ,Cucumbar(Kheera),Other
3234,mitlesh,Punjab,Sangrur,Bhawanigarh,Kharif     ,Grapes,Other
3235,mitnu,Punjab,Sangrur,Bhawanigarh,Kharif     ,Green Chilli,Green Chilly
3236,mitthu,Punjab,Sangrur,Bhawanigarh,Kharif     ,Guava,Other
3237,mitthun,Punjab,Sangrur,Bhawanigarh,Kharif     ,Onion,Other
3238,mittopuri,Punjab,Sangrur,Bhawanigarh,Rabi       ,Papaya,Other
3239,mjudi,Punjab,Sangrur,Bhawanigarh,Kharif     ,Pineapple,Other
3240,mmta,Punjab,Sangrur,Bhawanigarh,Rabi       ,Potato,Other
3241,mnisha,Punjab,Sangrur,Bhawanigarh,Kharif     ,Raddish,Other
3242,mnoj,Punjab,Sangrur,Bhawanigarh,Rabi       ,Tomato,Other
3243,mnyak,Punjab,Sangrur,Dhuri,Kharif     ,Cauliflower,Other
3244,mobarkar,Punjab,Sangrur,Dhuri,Kharif     ,Cucumbar(Kheera),Other
3245,mobin,Punjab,Sangrur,Dhuri,Rabi       ,Kinnow,Other
3246,mobsheera,Punjab,Sangrur,Dhuri,Kharif     ,Onion,Other
3247,modh,Punjab,Sangrur,Dhuri,Rabi       ,Potato,Local
3248,mogan,Punjab,Sangrur,Dhuri,Kharif     ,Raddish,Other
3249,mogli,Punjab,Sangrur,Dhuri,Rabi       ,Tomato,Other
3250,moh,Punjab,Tarntaran,Khadur Sahib(Fetehabad),Kharif     ,Brinjal,Other
3251,moh0,Punjab,Tarntaran,Khadur Sahib(Fetehabad),Rabi       ,Cabbage,Other
3252,mohabbat,Punjab,Tarntaran,Khadur Sahib(Fetehabad),Kharif     ,Carrot,Other
3253,mohad,Punjab,Tarntaran,Khadur Sahib(Fetehabad),Rabi       ,Cauliflower,Other
3254,mohak,Punjab,Tarntaran,Khadur Sahib(Fetehabad),Kharif     ,Leafy Vegetable,Other
3255,moham,Punjab,Tarntaran,Khadur Sahib(Fetehabad),Rabi       ,Peas cod,Other
3256,mohamad,Punjab,Tarntaran,Khadur Sahib(Fetehabad),Kharif     ,Pumpkin,Other
3257,mohammad,Punjab,Tarntaran,Khadur Sahib(Fetehabad),Rabi       ,Raddish,Other
3258,mohan,Punjab,Tarntaran,Khadur Sahib(Fetehabad),Kharif     ,Turnip,Other
3259,mohani,Punjab,Tarntaran,Patti,Kharif     ,Apple,Other
3260,mohanlal,Punjab,Tarntaran,Patti,Kharif     ,Banana,Other
